league,date,home_team,away_team,winner,home_team_goals,away_team_goals,score,venue,attendance,duration
Italian Serie A,2023-12-02T14:00Z,Genoa,Empoli,Draw,1.0,1.0,1.0 - 1.0,Luigi Ferraris,30747,5400.0 + 300.0
Italian Serie A,2023-11-26T14:00Z,Frosinone,Genoa,Frosinone,2.0,1.0,2.0 - 1.0,Benito Stirpe,13999,5400.0 + 420.0
Italian Serie A,2023-11-10T19:45Z,Genoa,Hellas Verona,Genoa,1.0,0.0,1.0 - 0.0,Luigi Ferraris,30421,5400.0 + 300.0
Italian Serie A,2023-11-05T14:00Z,Cagliari,Genoa,Cagliari,2.0,1.0,2.0 - 1.0,Unipol Domus,16412,5400.0 + 480.0
Italian Serie A,2023-10-27T18:45Z,Genoa,Salernitana,Genoa,1.0,0.0,1.0 - 0.0,Luigi Ferraris,30904,5400.0 + 360.0
Italian Serie A,2023-10-22T16:00Z,Atalanta,Genoa,Atalanta,2.0,0.0,2.0 - 0.0,Gewiss Stadium,14848,5400.0 + 480.0
Italian Serie A,2023-10-07T18:45Z,Genoa,AC Milan,AC Milan,0.0,1.0,0.0 - 1.0,Luigi Ferraris,33157,5400.0 + 900.0
Italian Serie A,2023-10-01T13:00Z,Udinese,Genoa,Draw,2.0,2.0,2.0 - 2.0,Bluenergy Stadium,20805,5400.0 + 420.0
Italian Serie A,2023-09-28T18:45Z,Genoa,AS Roma,Genoa,4.0,1.0,4.0 - 1.0,Luigi Ferraris,32961,5400.0 + 360.0
Italian Serie A,2023-09-22T18:45Z,Lecce,Genoa,Lecce,1.0,0.0,1.0 - 0.0,Stadio Ettore Giardiniero - Via del Mare,27053,5400.0 + 420.0
Italian Serie A,2023-09-16T18:45Z,Genoa,Napoli,Draw,2.0,2.0,2.0 - 2.0,Luigi Ferraris,33275,5400.0 + 420.0
Italian Serie A,2023-09-03T16:30Z,Torino,Genoa,Torino,1.0,0.0,1.0 - 0.0,Olimpico Grande Torino,24433,5400.0 + 480.0
Italian Serie A,2023-08-27T18:45Z,Lazio,Genoa,Genoa,0.0,1.0,0.0 - 1.0,Olimpico,40000,5400.0 + 540.0
Italian Serie A,2023-08-19T18:45Z,Genoa,Fiorentina,Fiorentina,1.0,4.0,1.0 - 4.0,Luigi Ferraris,33045,5400.0 + 240.0
Italian Serie A,2024-05-06T18:45Z,Udinese,Napoli,Draw,1.0,1.0,1.0 - 1.0,Bluenergy Stadium,0,5400.0 + 360.0
Italian Serie A,2024-04-28T16:00Z,Napoli,AS Roma,Draw,2.0,2.0,2.0 - 2.0,Diego Armando Maradona,45000,5400.0 + 360.0
Italian Serie A,2024-04-20T16:00Z,Empoli,Napoli,Empoli,1.0,0.0,1.0 - 0.0,Stadio Carlo Castellani – Computer Gross Arena,12916,5400.0 + 300.0
Italian Serie A,2024-04-14T10:30Z,Napoli,Frosinone,Draw,2.0,2.0,2.0 - 2.0,Diego Armando Maradona,51000,5400.0 + 540.0
Italian Serie A,2024-04-07T13:00Z,Monza,Napoli,Napoli,2.0,4.0,2.0 - 4.0,U-Power Stadium,13169,5400.0 + 300.0
Italian Serie A,2024-03-30T11:30Z,Napoli,Atalanta,Atalanta,0.0,3.0,0.0 - 3.0,Diego Armando Maradona,49500,5400.0 + 300.0
Italian Serie A,2024-03-17T19:45Z,Internazionale,Napoli,Draw,1.0,1.0,1.0 - 1.0,Stadio Giuseppe Meazza,71551,5400.0 + 240.0
Italian Serie A,2024-03-08T19:45Z,Napoli,Torino,Draw,1.0,1.0,1.0 - 1.0,Diego Armando Maradona,47000,5400.0 + 480.0
Italian Serie A,2024-03-03T19:45Z,Napoli,Juventus,Napoli,2.0,1.0,2.0 - 1.0,Diego Armando Maradona,50000,5400.0 + 360.0
Italian Serie A,2024-02-28T17:00Z,Sassuolo,Napoli,Napoli,1.0,6.0,1.0 - 6.0,MAPEI Stadium - Città del Tricolore,17085,5400.0 + 60.0
Italian Serie A,2024-02-25T14:00Z,Cagliari,Napoli,Draw,1.0,1.0,1.0 - 1.0,Unipol Domus,16382,5400.0 + 480.0
Italian Serie A,2024-02-17T14:00Z,Napoli,Genoa,Draw,1.0,1.0,1.0 - 1.0,Diego Armando Maradona,50000,5400.0 + 480.0
Italian Serie A,2024-02-11T19:45Z,AC Milan,Napoli,AC Milan,1.0,0.0,1.0 - 0.0,Stadio Giuseppe Meazza,73891,5400.0 + 420.0
Italian Serie A,2024-02-04T14:00Z,Napoli,Hellas Verona,Napoli,2.0,1.0,2.0 - 1.0,Diego Armando Maradona,44000,5400.0 + 360.0
Italian Serie A,2024-01-28T17:00Z,Lazio,Napoli,Draw,0.0,0.0,0.0 - 0.0,Olimpico,33000,5400.0 + 360.0
Italian Serie A,2024-01-13T14:00Z,Napoli,Salernitana,Napoli,2.0,1.0,2.0 - 1.0,Diego Armando Maradona,40000,5400.0 + 660.0
Italian Serie A,2024-01-07T14:00Z,Torino,Napoli,Torino,3.0,0.0,3.0 - 0.0,Olimpico Grande Torino,23960,5400.0 + 240.0
Italian Serie A,2023-12-29T17:30Z,Napoli,Monza,Draw,0.0,0.0,0.0 - 0.0,Diego Armando Maradona,50636,5400.0 + 420.0
Italian Serie A,2023-12-23T19:45Z,AS Roma,Napoli,AS Roma,2.0,0.0,2.0 - 0.0,Olimpico,62141,5400.0 + 420.0
Italian Serie A,2023-12-16T17:30Z,Napoli,Cagliari,Napoli,2.0,1.0,2.0 - 1.0,Diego Armando Maradona,45000,5400.0 + 480.0
Italian Serie A,2023-12-08T19:45Z,Juventus,Napoli,Juventus,1.0,0.0,1.0 - 0.0,Allianz Stadium,41400,5400.0 + 360.0
Italian Serie A,2023-12-03T19:45Z,Napoli,Internazionale,Internazionale,0.0,3.0,0.0 - 3.0,Diego Armando Maradona,51000,5400.0 + 180.0
Italian Serie A,2023-11-25T17:00Z,Atalanta,Napoli,Napoli,1.0,2.0,1.0 - 2.0,Gewiss Stadium,14743,5400.0 + 360.0
Italian Serie A,2023-11-12T11:30Z,Napoli,Empoli,Empoli,0.0,1.0,0.0 - 1.0,Diego Armando Maradona,50500,5400.0 + 360.0
Italian Serie A,2023-11-04T14:00Z,Salernitana,Napoli,Napoli,0.0,2.0,0.0 - 2.0,Arechi,16812,5400.0 + 300.0
Italian Serie A,2023-10-29T19:45Z,Napoli,AC Milan,Draw,2.0,2.0,2.0 - 2.0,Diego Armando Maradona,52250,5400.0 + 300.0
Italian Serie A,2023-10-21T13:00Z,Hellas Verona,Napoli,Napoli,1.0,3.0,1.0 - 3.0,Stadio Marcantonio Bentegodi,20549,5400.0 + 300.0
Italian Serie A,2023-10-08T18:45Z,Napoli,Fiorentina,Fiorentina,1.0,3.0,1.0 - 3.0,Diego Armando Maradona,47500,5400.0 + 360.0
Italian Serie A,2023-09-30T13:00Z,Lecce,Napoli,Napoli,0.0,4.0,0.0 - 4.0,Stadio Ettore Giardiniero - Via del Mare,27588,5400.0 + 360.0
Italian Serie A,2023-09-27T18:45Z,Napoli,Udinese,Napoli,4.0,1.0,4.0 - 1.0,Diego Armando Maradona,45305,5400.0 + 240.0
Italian Serie A,2023-09-24T16:00Z,Bologna,Napoli,Draw,0.0,0.0,0.0 - 0.0,Renato Dall'Ara,26621,5400.0 + 420.0
Italian Serie A,2023-09-16T18:45Z,Genoa,Napoli,Draw,2.0,2.0,2.0 - 2.0,Luigi Ferraris,33275,5400.0 + 420.0
Italian Serie A,2023-09-02T18:45Z,Napoli,Lazio,Lazio,1.0,2.0,1.0 - 2.0,Diego Armando Maradona,42765,5400.0 + 540.0
Italian Serie A,2023-08-27T18:45Z,Napoli,Sassuolo,Napoli,2.0,0.0,2.0 - 0.0,Diego Armando Maradona,46925,5400.0 + 360.0
Italian Serie A,2023-08-19T16:30Z,Frosinone,Napoli,Napoli,1.0,3.0,1.0 - 3.0,Benito Stirpe,15822,5400.0 + 360.0
Italian Serie A,2024-05-04T16:00Z,Monza,Lazio,Draw,2.0,2.0,2.0 - 2.0,U-Power Stadium,10454,5400.0 + 420.0
Italian Serie A,2024-04-27T13:00Z,Lecce,Monza,Draw,1.0,1.0,1.0 - 1.0,Stadio Ettore Giardiniero - Via del Mare,27167,5400.0 + 480.0
Italian Serie A,2024-04-21T18:45Z,Monza,Atalanta,Atalanta,1.0,2.0,1.0 - 2.0,U-Power Stadium,13983,5400.0 + 360.0
Italian Serie A,2024-04-13T18:45Z,Bologna,Monza,Draw,0.0,0.0,0.0 - 0.0,Renato Dall'Ara,26903,5400.0 + 360.0
Italian Serie A,2024-04-07T13:00Z,Monza,Napoli,Napoli,2.0,4.0,2.0 - 4.0,U-Power Stadium,13169,5400.0 + 300.0
Italian Serie A,2024-03-30T14:00Z,Torino,Monza,Torino,1.0,0.0,1.0 - 0.0,Olimpico Grande Torino,24286,5400.0 + 360.0
Italian Serie A,2024-03-16T14:00Z,Monza,Cagliari,Monza,1.0,0.0,1.0 - 0.0,U-Power Stadium,14145,5400.0 + 360.0
Italian Serie A,2024-03-09T19:45Z,Genoa,Monza,Monza,2.0,3.0,2.0 - 3.0,Luigi Ferraris,31171,5400.0 + 360.0
Italian Serie A,2024-03-02T17:00Z,Monza,AS Roma,AS Roma,1.0,4.0,1.0 - 4.0,U-Power Stadium,14188,5400.0 + 300.0
Italian Serie A,2024-02-24T17:00Z,Salernitana,Monza,Monza,0.0,2.0,0.0 - 2.0,Arechi,18560,5400.0 + 300.0
Italian Serie A,2024-02-18T19:45Z,Monza,AC Milan,Monza,4.0,2.0,4.0 - 2.0,U-Power Stadium,14319,5400.0 + 480.0
Italian Serie A,2024-02-11T14:00Z,Monza,Hellas Verona,Draw,0.0,0.0,0.0 - 0.0,U-Power Stadium,10885,5400.0 + 360.0
Italian Serie A,2024-02-03T14:00Z,Udinese,Monza,Draw,0.0,0.0,0.0 - 0.0,Bluenergy Stadium,11373,5400.0 + 240.0
Italian Serie A,2024-01-28T14:00Z,Monza,Sassuolo,Monza,1.0,0.0,1.0 - 0.0,U-Power Stadium,9982,5400.0 + 600.0
Italian Serie A,2024-01-21T14:00Z,Empoli,Monza,Empoli,3.0,0.0,3.0 - 0.0,Stadio Carlo Castellani – Computer Gross Arena,7650,5400.0 + 300.0
Italian Serie A,2024-01-13T19:45Z,Monza,Internazionale,Internazionale,1.0,5.0,1.0 - 5.0,U-Power Stadium,14670,5400.0 + 180.0
Italian Serie A,2024-01-06T14:00Z,Frosinone,Monza,Monza,2.0,3.0,2.0 - 3.0,Benito Stirpe,13146,5400.0 + 360.0
Italian Serie A,2023-12-29T17:30Z,Napoli,Monza,Draw,0.0,0.0,0.0 - 0.0,Diego Armando Maradona,50636,5400.0 + 420.0
Italian Serie A,2023-12-22T19:45Z,Monza,Fiorentina,Fiorentina,0.0,1.0,0.0 - 1.0,U-Power Stadium,10120,5400.0 + 360.0
Italian Serie A,2023-12-17T11:30Z,AC Milan,Monza,AC Milan,3.0,0.0,3.0 - 0.0,Stadio Giuseppe Meazza,70538,5400.0 + 240.0
Italian Serie A,2023-12-10T14:00Z,Monza,Genoa,Monza,1.0,0.0,1.0 - 0.0,U-Power Stadium,13283,5400.0 + 300.0
Italian Serie A,2023-12-01T19:45Z,Monza,Juventus,Juventus,1.0,2.0,1.0 - 2.0,U-Power Stadium,15148,5400.0 + 480.0
Italian Serie A,2023-11-26T11:30Z,Cagliari,Monza,Draw,1.0,1.0,1.0 - 1.0,Unipol Domus,16291,5400.0 + 240.0
Italian Serie A,2023-11-11T19:45Z,Monza,Torino,Draw,1.0,1.0,1.0 - 1.0,U-Power Stadium,11777,5400.0 + 300.0
Italian Serie A,2023-11-05T11:30Z,Hellas Verona,Monza,Monza,1.0,3.0,1.0 - 3.0,Stadio Marcantonio Bentegodi,17505,5400.0 + 300.0
Italian Serie A,2023-10-29T14:00Z,Monza,Udinese,Draw,1.0,1.0,1.0 - 1.0,U-Power Stadium,10311,5400.0 + 360.0
Italian Serie A,2023-10-22T10:30Z,AS Roma,Monza,AS Roma,1.0,0.0,1.0 - 0.0,Olimpico,62022,5400.0 + 660.0
Italian Serie A,2023-10-08T10:30Z,Monza,Salernitana,Monza,3.0,0.0,3.0 - 0.0,U-Power Stadium,12494,5400.0 + 300.0
Italian Serie A,2023-10-02T16:30Z,Sassuolo,Monza,Monza,0.0,1.0,0.0 - 1.0,MAPEI Stadium - Città del Tricolore,10165,5400.0 + 420.0
Italian Serie A,2023-09-28T16:30Z,Monza,Bologna,Draw,0.0,0.0,0.0 - 0.0,U-Power Stadium,8930,5400.0 + 360.0
Italian Serie A,2023-09-23T18:45Z,Lazio,Monza,Draw,1.0,1.0,1.0 - 1.0,Olimpico,37500,5400.0 + 300.0
Italian Serie A,2023-09-17T13:00Z,Monza,Lecce,Draw,1.0,1.0,1.0 - 1.0,U-Power Stadium,13074,5400.0 + 540.0
Italian Serie A,2023-09-02T18:45Z,Atalanta,Monza,Atalanta,3.0,0.0,3.0 - 0.0,Gewiss Stadium,14985,5400.0 + 240.0
Italian Serie A,2023-08-26T16:30Z,Monza,Empoli,Monza,2.0,0.0,2.0 - 0.0,U-Power Stadium,8155,5400.0 + 540.0
Italian Serie A,2023-08-19T18:45Z,Internazionale,Monza,Internazionale,2.0,0.0,2.0 - 0.0,Stadio Giuseppe Meazza,72509,5400.0 + 420.0
Italian Serie A,2024-05-04T16:00Z,Monza,Lazio,Draw,2.0,2.0,2.0 - 2.0,U-Power Stadium,10454,5400.0 + 420.0
Italian Serie A,2024-04-27T18:45Z,Lazio,Hellas Verona,Lazio,1.0,0.0,1.0 - 0.0,Olimpico,39000,5400.0 + 300.0
Italian Serie A,2024-04-19T16:30Z,Genoa,Lazio,Lazio,0.0,1.0,0.0 - 1.0,Luigi Ferraris,30697,5400.0 + 300.0
Italian Serie A,2024-04-12T18:45Z,Lazio,Salernitana,Lazio,4.0,1.0,4.0 - 1.0,Olimpico,36000,5400.0 + 300.0
Italian Serie A,2024-04-06T16:00Z,AS Roma,Lazio,AS Roma,1.0,0.0,1.0 - 0.0,Olimpico,64513,5400.0 + 420.0
Italian Serie A,2024-03-30T17:00Z,Lazio,Juventus,Lazio,1.0,0.0,1.0 - 0.0,Olimpico,57000,5400.0 + 300.0
Italian Serie A,2024-03-16T19:45Z,Frosinone,Lazio,Lazio,2.0,3.0,2.0 - 3.0,Benito Stirpe,15780,5400.0 + 600.0
Italian Serie A,2024-03-11T19:45Z,Lazio,Udinese,Udinese,1.0,2.0,1.0 - 2.0,Olimpico,34000,5400.0 + 720.0
Italian Serie A,2024-03-01T19:45Z,Lazio,AC Milan,AC Milan,0.0,1.0,0.0 - 1.0,Olimpico,50500,5400.0 + 480.0
Italian Serie A,2024-02-26T19:45Z,Fiorentina,Lazio,Fiorentina,2.0,1.0,2.0 - 1.0,Artemio Franchi,25190,5400.0 + 360.0
Italian Serie A,2024-02-22T19:45Z,Torino,Lazio,Lazio,0.0,2.0,0.0 - 2.0,Olimpico Grande Torino,22742,5400.0 + 420.0
Italian Serie A,2024-02-18T11:30Z,Lazio,Bologna,Bologna,1.0,2.0,1.0 - 2.0,Olimpico,43500,5400.0 + 300.0
Italian Serie A,2024-02-10T14:00Z,Cagliari,Lazio,Lazio,1.0,3.0,1.0 - 3.0,Unipol Domus,16155,5400.0 + 300.0
Italian Serie A,2024-02-04T17:00Z,Atalanta,Lazio,Atalanta,3.0,1.0,3.0 - 1.0,Gewiss Stadium,14492,5400.0 + 300.0
Italian Serie A,2024-01-28T17:00Z,Lazio,Napoli,Draw,0.0,0.0,0.0 - 0.0,Olimpico,33000,5400.0 + 360.0
Italian Serie A,2024-01-14T11:30Z,Lazio,Lecce,Lazio,1.0,0.0,1.0 - 0.0,Olimpico,44000,5400.0 + 300.0
Italian Serie A,2024-01-07T14:00Z,Udinese,Lazio,Lazio,1.0,2.0,1.0 - 2.0,Bluenergy Stadium,23033,5400.0 + 360.0
Italian Serie A,2023-12-29T19:45Z,Lazio,Frosinone,Lazio,3.0,1.0,3.0 - 1.0,Olimpico,40000,5400.0 + 420.0
Italian Serie A,2023-12-22T17:30Z,Empoli,Lazio,Lazio,0.0,2.0,0.0 - 2.0,Stadio Carlo Castellani – Computer Gross Arena,8800,5400.0 + 300.0
Italian Serie A,2023-12-17T19:45Z,Lazio,Internazionale,Internazionale,0.0,2.0,0.0 - 2.0,Olimpico,59000,5400.0 + 420.0
Italian Serie A,2023-12-09T14:00Z,Hellas Verona,Lazio,Draw,1.0,1.0,1.0 - 1.0,Stadio Marcantonio Bentegodi,28401,5400.0 + 360.0
Italian Serie A,2023-12-02T17:00Z,Lazio,Cagliari,Lazio,1.0,0.0,1.0 - 0.0,Olimpico,40000,5400.0 + 300.0
Italian Serie A,2023-11-25T14:00Z,Salernitana,Lazio,Salernitana,2.0,1.0,2.0 - 1.0,Arechi,16700,5400.0 + 360.0
Italian Serie A,2023-11-12T17:00Z,Lazio,AS Roma,Draw,0.0,0.0,0.0 - 0.0,Olimpico,63000,5400.0 + 180.0
Italian Serie A,2023-11-03T19:45Z,Bologna,Lazio,Bologna,1.0,0.0,1.0 - 0.0,Renato Dall'Ara,24178,5400.0 + 420.0
Italian Serie A,2023-10-30T19:45Z,Lazio,Fiorentina,Lazio,1.0,0.0,1.0 - 0.0,Olimpico,35000,5400.0 + 360.0
Italian Serie A,2023-10-21T18:45Z,Sassuolo,Lazio,Lazio,0.0,2.0,0.0 - 2.0,MAPEI Stadium - Città del Tricolore,15597,5400.0 + 360.0
Italian Serie A,2023-10-08T13:00Z,Lazio,Atalanta,Lazio,3.0,2.0,3.0 - 2.0,Olimpico,41500,5400.0 + 300.0
Italian Serie A,2023-09-30T16:00Z,AC Milan,Lazio,AC Milan,2.0,0.0,2.0 - 0.0,Stadio Giuseppe Meazza,72035,5400.0 + 360.0
Italian Serie A,2023-09-27T18:45Z,Lazio,Torino,Lazio,2.0,0.0,2.0 - 0.0,Olimpico,35700,5400.0 + 480.0
Italian Serie A,2023-09-23T18:45Z,Lazio,Monza,Draw,1.0,1.0,1.0 - 1.0,Olimpico,37500,5400.0 + 300.0
Italian Serie A,2023-09-16T13:00Z,Juventus,Lazio,Juventus,3.0,1.0,3.0 - 1.0,Allianz Stadium,40562,5400.0 + 480.0
Italian Serie A,2023-09-02T18:45Z,Napoli,Lazio,Lazio,1.0,2.0,1.0 - 2.0,Diego Armando Maradona,42765,5400.0 + 540.0
Italian Serie A,2023-08-27T18:45Z,Lazio,Genoa,Genoa,0.0,1.0,0.0 - 1.0,Olimpico,40000,5400.0 + 540.0
Italian Serie A,2023-08-20T18:45Z,Lecce,Lazio,Lecce,2.0,1.0,2.0 - 1.0,Stadio Ettore Giardiniero - Via del Mare,29081,5400.0 + 360.0
Italian Serie A,2024-05-05T18:45Z,AS Roma,Juventus,Draw,1.0,1.0,1.0 - 1.0,Olimpico,63996,5400.0 + 360.0
Italian Serie A,2024-04-27T16:00Z,Juventus,AC Milan,Draw,0.0,0.0,0.0 - 0.0,Allianz Stadium,39845,5400.0 + 300.0
Italian Serie A,2024-04-19T18:45Z,Cagliari,Juventus,Draw,2.0,2.0,2.0 - 2.0,Unipol Domus,16179,5400.0 + 420.0
Italian Serie A,2024-04-13T16:00Z,Torino,Juventus,Draw,0.0,0.0,0.0 - 0.0,Olimpico Grande Torino,27788,5400.0 + 480.0
Italian Serie A,2024-04-07T18:45Z,Juventus,Fiorentina,Juventus,1.0,0.0,1.0 - 0.0,Allianz Stadium,37994,5400.0 + 300.0
Italian Serie A,2024-03-30T17:00Z,Lazio,Juventus,Lazio,1.0,0.0,1.0 - 0.0,Olimpico,57000,5400.0 + 300.0
Italian Serie A,2024-03-17T11:30Z,Juventus,Genoa,Draw,0.0,0.0,0.0 - 0.0,Allianz Stadium,40098,5400.0 + 360.0
Italian Serie A,2024-03-10T17:00Z,Juventus,Atalanta,Draw,2.0,2.0,2.0 - 2.0,Allianz Stadium,39206,5400.0 + 240.0
Italian Serie A,2024-03-03T19:45Z,Napoli,Juventus,Napoli,2.0,1.0,2.0 - 1.0,Diego Armando Maradona,50000,5400.0 + 360.0
Italian Serie A,2024-02-25T11:30Z,Juventus,Frosinone,Juventus,3.0,2.0,3.0 - 2.0,Allianz Stadium,40719,5400.0 + 420.0
Italian Serie A,2024-02-17T17:00Z,Hellas Verona,Juventus,Draw,2.0,2.0,2.0 - 2.0,Stadio Marcantonio Bentegodi,27000,5400.0 + 360.0
Italian Serie A,2024-02-12T19:45Z,Juventus,Udinese,Udinese,0.0,1.0,0.0 - 1.0,Allianz Stadium,38875,5400.0 + 300.0
Italian Serie A,2024-02-04T19:45Z,Internazionale,Juventus,Internazionale,1.0,0.0,1.0 - 0.0,Stadio Giuseppe Meazza,75547,5400.0 + 300.0
Italian Serie A,2024-01-27T17:00Z,Juventus,Empoli,Draw,1.0,1.0,1.0 - 1.0,Allianz Stadium,39518,5400.0 + 360.0
Italian Serie A,2024-01-21T19:45Z,Lecce,Juventus,Juventus,0.0,3.0,0.0 - 3.0,Stadio Ettore Giardiniero - Via del Mare,28074,5400.0 + 240.0
Italian Serie A,2024-01-16T19:45Z,Juventus,Sassuolo,Juventus,3.0,0.0,3.0 - 0.0,Allianz Stadium,39005,5400.0 + 240.0
Italian Serie A,2024-01-07T17:00Z,Salernitana,Juventus,Juventus,1.0,2.0,1.0 - 2.0,Arechi,29405,5400.0 + 420.0
Italian Serie A,2023-12-30T19:45Z,Juventus,AS Roma,Juventus,1.0,0.0,1.0 - 0.0,Allianz Stadium,41503,5400.0 + 420.0
Italian Serie A,2023-12-23T11:30Z,Frosinone,Juventus,Juventus,1.0,2.0,1.0 - 2.0,Benito Stirpe,16020,5400.0 + 360.0
Italian Serie A,2023-12-15T19:45Z,Genoa,Juventus,Draw,1.0,1.0,1.0 - 1.0,Luigi Ferraris,33232,5400.0 + 240.0
Italian Serie A,2023-12-08T19:45Z,Juventus,Napoli,Juventus,1.0,0.0,1.0 - 0.0,Allianz Stadium,41400,5400.0 + 360.0
Italian Serie A,2023-12-01T19:45Z,Monza,Juventus,Juventus,1.0,2.0,1.0 - 2.0,U-Power Stadium,15148,5400.0 + 480.0
Italian Serie A,2023-11-26T19:45Z,Juventus,Internazionale,Draw,1.0,1.0,1.0 - 1.0,Allianz Stadium,41507,5400.0 + 240.0
Italian Serie A,2023-11-11T17:00Z,Juventus,Cagliari,Juventus,2.0,1.0,2.0 - 1.0,Allianz Stadium,40393,5400.0 + 360.0
Italian Serie A,2023-11-05T19:45Z,Fiorentina,Juventus,Juventus,0.0,1.0,0.0 - 1.0,Artemio Franchi,38225,5400.0 + 360.0
Italian Serie A,2023-10-28T18:45Z,Juventus,Hellas Verona,Juventus,1.0,0.0,1.0 - 0.0,Allianz Stadium,39438,5400.0 + 540.0
Italian Serie A,2023-10-22T18:45Z,AC Milan,Juventus,Juventus,0.0,1.0,0.0 - 1.0,Stadio Giuseppe Meazza,75676,5400.0 + 420.0
Italian Serie A,2023-10-07T16:00Z,Juventus,Torino,Juventus,2.0,0.0,2.0 - 0.0,Allianz Stadium,39602,5400.0 + 420.0
Italian Serie A,2023-10-01T16:00Z,Atalanta,Juventus,Draw,0.0,0.0,0.0 - 0.0,Gewiss Stadium,14811,5400.0 + 300.0
Italian Serie A,2023-09-26T18:45Z,Juventus,Lecce,Juventus,1.0,0.0,1.0 - 0.0,Allianz Stadium,37498,5400.0 + 420.0
Italian Serie A,2023-09-23T16:00Z,Sassuolo,Juventus,Sassuolo,4.0,2.0,4.0 - 2.0,MAPEI Stadium - Città del Tricolore,20141,5400.0 + 480.0
Italian Serie A,2023-09-16T13:00Z,Juventus,Lazio,Juventus,3.0,1.0,3.0 - 1.0,Allianz Stadium,40562,5400.0 + 480.0
Italian Serie A,2023-09-03T18:45Z,Empoli,Juventus,Juventus,0.0,2.0,0.0 - 2.0,Stadio Carlo Castellani – Computer Gross Arena,15702,5400.0 + 480.0
Italian Serie A,2023-08-27T16:30Z,Juventus,Bologna,Draw,1.0,1.0,1.0 - 1.0,Allianz Stadium,36107,5400.0 + 480.0
Italian Serie A,2023-08-20T18:45Z,Udinese,Juventus,Juventus,0.0,3.0,0.0 - 3.0,Bluenergy Stadium,24911,5400.0 + 300.0
Italian Serie A,2024-05-05T18:45Z,AS Roma,Juventus,Draw,1.0,1.0,1.0 - 1.0,Olimpico,63996,5400.0 + 360.0
Italian Serie A,2024-04-28T16:00Z,Napoli,AS Roma,Draw,2.0,2.0,2.0 - 2.0,Diego Armando Maradona,45000,5400.0 + 360.0
Italian Serie A,2024-04-25T18:00Z,Udinese,AS Roma,AS Roma,1.0,2.0,1.0 - 2.0,Bluenergy Stadium,24947,5400.0 + 420.0
Italian Serie A,2024-04-22T16:30Z,AS Roma,Bologna,Bologna,1.0,3.0,1.0 - 3.0,Olimpico,63850,5400.0 + 420.0
Italian Serie A,2024-04-06T16:00Z,AS Roma,Lazio,AS Roma,1.0,0.0,1.0 - 0.0,Olimpico,64513,5400.0 + 420.0
Italian Serie A,2024-04-01T16:00Z,Lecce,AS Roma,Draw,0.0,0.0,0.0 - 0.0,Stadio Ettore Giardiniero - Via del Mare,29031,5400.0 + 300.0
Italian Serie A,2024-03-17T17:00Z,AS Roma,Sassuolo,AS Roma,1.0,0.0,1.0 - 0.0,Olimpico,66871,5400.0 + 240.0
Italian Serie A,2024-03-10T19:45Z,Fiorentina,AS Roma,Draw,2.0,2.0,2.0 - 2.0,Artemio Franchi,30438,5400.0 + 360.0
Italian Serie A,2024-03-02T17:00Z,Monza,AS Roma,AS Roma,1.0,4.0,1.0 - 4.0,U-Power Stadium,14188,5400.0 + 300.0
Italian Serie A,2024-02-26T17:30Z,AS Roma,Torino,AS Roma,3.0,2.0,3.0 - 2.0,Olimpico,61595,5400.0 + 360.0
Italian Serie A,2024-02-18T17:00Z,Frosinone,AS Roma,AS Roma,0.0,3.0,0.0 - 3.0,Benito Stirpe,16056,5400.0 + 240.0
Italian Serie A,2024-02-10T17:00Z,AS Roma,Internazionale,Internazionale,2.0,4.0,2.0 - 4.0,Olimpico,65044,5400.0 + 360.0
Italian Serie A,2024-02-05T19:45Z,AS Roma,Cagliari,AS Roma,4.0,0.0,4.0 - 0.0,Olimpico,61755,5400.0 + 120.0
Italian Serie A,2024-01-29T19:45Z,Salernitana,AS Roma,AS Roma,1.0,2.0,1.0 - 2.0,Arechi,18038,5400.0 + 360.0
Italian Serie A,2024-01-20T17:00Z,AS Roma,Hellas Verona,AS Roma,2.0,1.0,2.0 - 1.0,Olimpico,61857,5400.0 + 360.0
Italian Serie A,2024-01-14T19:45Z,AC Milan,AS Roma,AC Milan,3.0,1.0,3.0 - 1.0,Stadio Giuseppe Meazza,74198,5400.0 + 360.0
Italian Serie A,2024-01-07T19:45Z,AS Roma,Atalanta,Draw,1.0,1.0,1.0 - 1.0,Olimpico,60022,5400.0 + 360.0
Italian Serie A,2023-12-30T19:45Z,Juventus,AS Roma,Juventus,1.0,0.0,1.0 - 0.0,Allianz Stadium,41503,5400.0 + 420.0
Italian Serie A,2023-12-23T19:45Z,AS Roma,Napoli,AS Roma,2.0,0.0,2.0 - 0.0,Olimpico,62141,5400.0 + 420.0
Italian Serie A,2023-12-17T17:00Z,Bologna,AS Roma,Bologna,2.0,0.0,2.0 - 0.0,Renato Dall'Ara,25579,5400.0 + 240.0
Italian Serie A,2023-12-10T19:45Z,AS Roma,Fiorentina,Draw,1.0,1.0,1.0 - 1.0,Olimpico,60932,5400.0 + 420.0
Italian Serie A,2023-12-03T17:00Z,Sassuolo,AS Roma,AS Roma,1.0,2.0,1.0 - 2.0,MAPEI Stadium - Città del Tricolore,19113,5400.0 + 480.0
Italian Serie A,2023-11-26T17:00Z,AS Roma,Udinese,AS Roma,3.0,1.0,3.0 - 1.0,Olimpico,61616,5400.0 + 360.0
